Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls_1,stats_Ast_1,stats_G+A_1,stats_G-PK_1,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp_1,passing_Att_1,passing_Cmp%_1,passing_Cmp_2,passing_Att_2,passing_Cmp%_2,passing_Cmp_3,passing_Att_3,passing_Cmp%_3,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive_1,gca_PassDead_1,gca_TO_1,gca_Sh_1,gca_Fld_1,gca_Def_1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl_1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Adalberto Carrasquilla,pa PAN,MF,UNAM,Liga MX,26-074,1998,4,3,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0,4,1,25.0,1.2,0.3,0.0,0.0,0.0,0,0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pa PAN,MF,UNAM,Liga MX,26-074,1998,4,300,75,14.5,3.3,3,89,1,1,33,0,2.0,5,3,2,0.6,0.29,pa PAN,MF,UNAM,Liga MX,26-074,1998,3.3,2,0,0,8,6,0,2,3,2,0.0,0.0,0
Jordan Carrillo,mx MEX,MF,Santos,Liga MX,23-072,2001,19,12,"1,145",12.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0,20,7,35.0,1.57,0.55,0.0,0.0,0.0,0,0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,23-072,2001,19,"1,145",60,55.3,12.7,12,81,6,7,25,0,0.37,11,26,-15,-1.18,-0.89,mx MEX,MF,Santos,Liga MX,23-072,2001,12.7,1,0,0,18,58,0,60,5,16,0.0,0.0,0
Stephano Carrillo,mx MEX,FW,Santos,Liga MX,18-340,2006,12,4,408,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0,9,1,11.1,1.99,0.22,0.0,0.0,0.0,0,0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Santos,Liga MX,18-340,2006,12,408,34,19.7,4.5,4,59,1,8,22,1,0.17,4,11,-7,-1.54,-0.95,mx MEX,FW,Santos,Liga MX,18-340,2006,4.5,1,0,0,9,8,3,2,1,3,0.0,0.0,0
Guilherme Carvalho,br BRA,MF,FC Juárez,Liga MX,25-144,1999,18,17,"1,506",16.7,1,3,4,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,1,27,9,33.3,1.61,0.54,0.04,0.11,0.0,0,0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,MF,FC Juárez,Liga MX,25-144,1999,18,"1,506",84,72.8,16.7,17,86,12,1,45,0,1.44,21,24,-3,-0.18,1.58,br BRA,MF,FC Juárez,Liga MX,25-144,1999,16.7,2,0,0,31,20,0,107,18,12,0.0,0.0,0
Kevin Castañeda,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,20,17,"1,316",14.6,3,2,5,2,1,1,2,0,0.21,0.14,0.34,0.14,0.27,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,3,59,17,28.8,4.03,1.16,0.03,0.12,0.0,1,1,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,20,"1,316",66,63.6,14.6,17,72,8,3,31,0,1.5,19,24,-5,-0.34,-0.82,mx MEX,"MF,FW",Tijuana,Liga MX,25-105,1999,14.6,2,0,0,8,15,2,23,5,6,0.0,0.0,0
Moises Castillo,co COL,DF,FC Juárez,Liga MX,23-262,2001,16,12,"1,107",12.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0,2,1,50.0,0.16,0.08,0.0,0.0,0.0,0,0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,FC Juárez,Liga MX,23-262,2001,16,"1,107",69,53.5,12.3,12,88,10,4,13,4,1.25,12,25,-13,-1.06,-0.96,co COL,DF,FC Juárez,Liga MX,23-262,2001,12.3,6,0,0,10,7,0,2,20,15,0.0,0.0,1
José Castillo Pérez,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,20,20,"1,718",19.1,0,2,2,0,0,0,4,1,0.0,0.1,0.1,0.0,0.1,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0,8,1,12.5,0.42,0.05,0.0,0.0,0.0,0,0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,20,"1,718",86,83.0,19.1,20,86,14,0,0,1,1.29,22,19,3,0.16,-1.38,mx MEX,DF,Guadalajara,Liga MX,23-070,2001,19.1,4,1,1,22,6,1,23,15,24,0.0,0.0,0
Raúl Castillo,mx MEX,MF,Puebla,Liga MX,23-070,2001,19,13,965,10.7,1,1,2,1,0,0,5,0,0.09,0.09,0.19,0.09,0.19,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,1,23,6,26.1,2.15,0.56,0.04,0.17,0.0,0,0,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Puebla,Liga MX,23-070,2001,19,965,51,46.6,10.7,13,63,1,6,24,4,0.84,11,17,-6,-0.56,0.09,mx MEX,MF,Puebla,Liga MX,23-070,2001,10.7,5,0,0,15,11,3,47,2,8,0.0,0.0,0
Lucas Cavallini,ca CAN,FW,Puebla,Liga MX,32-044,1992,4,4,328,3.6,4,0,4,2,2,2,1,0,1.1,0.0,1.1,0.55,0.55,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,4,16,7,43.8,4.39,1.92,0.13,0.29,0.0,2,2,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ca CAN,FW,Puebla,Liga MX,32-044,1992,4,328,82,15.8,3.6,4,82,3,0,0,0,1.0,5,8,-3,-0.82,-0.25,ca CAN,FW,Puebla,Liga MX,32-044,1992,3.6,1,0,0,9,7,1,2,1,1,0.0,0.0,0
Alan Cervantes,mx MEX,MF,América,Liga MX,27-024,1998,15,8,870,9.7,1,0,1,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,27-024,1998,1,90,90,4.3,1.0,1,90,1,0,0,0,0.0,0,1,-1,-1.0,-0.23,mx MEX,MF,Santos,Liga MX,27-024,1998,1.0,1,0,0,2,1,0,0,0,1,0.0,0.0,0
Mateo Chávez,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,17,11,"1,066",11.8,0,4,4,0,0,0,4,0,0.0,0.34,0.34,0.0,0.34,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0,4,0,0.0,0.34,0.0,0.0,0.0,0.0,0,0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,17,"1,066",63,51.5,11.8,11,83,7,6,26,4,1.47,16,9,7,0.59,0.41,mx MEX,"DF,MF",Guadalajara,Liga MX,20-274,2004,11.8,4,0,0,25,14,5,40,14,40,0.0,0.0,0
Ricardo Chávez Soto,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,17,13,"1,229",13.7,1,2,3,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,1,13,3,23.1,0.95,0.22,0.08,0.33,0.0,0,0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,17,"1,229",72,59.4,13.7,13,87,8,4,25,0,1.76,21,13,8,0.59,0.59,mx MEX,"MF,DF",Atlético,Liga MX,30-083,1994,13.7,3,0,0,20,12,4,50,13,13,0.0,0.0,0
Ronaldo Cisneros,mx MEX,FW,Querétaro,Liga MX,28-033,1997,9,2,318,3.5,2,0,2,2,0,0,0,0,0.57,0.0,0.57,0.57,0.57,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,2,7,4,57.1,1.98,1.13,0.29,0.5,0.0,0,0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Querétaro,Liga MX,28-033,1997,9,318,35,15.4,3.5,2,54,0,7,30,6,0.44,4,9,-5,-1.42,-0.75,mx MEX,FW,Querétaro,Liga MX,28-033,1997,3.5,0,0,0,3,5,3,0,3,1,0.0,0.0,0
Josué Colmán,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,6,5,375,4.2,0,1,1,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0,9,1,11.1,2.16,0.24,0.0,0.0,0.0,0,0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,6,375,63,18.1,4.2,5,70,1,1,24,0,1.17,5,6,-1,-0.24,0.66,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0,0,0,1,2,0,13,3,4,0.0,0.0,0
Josué Colmán,py PAR,"MF,FW",Mazatlán,Liga MX,26-200,1998,15,5,552,6.1,2,0,2,2,0,0,0,0,0.33,0.0,0.33,0.33,0.33,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0,9,1,11.1,2.16,0.24,0.0,0.0,0.0,0,0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,6,375,63,18.1,4.2,5,70,1,1,24,0,1.17,5,6,-1,-0.24,0.66,py PAR,"MF,FW",Querétaro,Liga MX,26-200,1998,4.2,0,0,0,1,2,0,13,3,4,0.0,0.0,0
